,met.x,met.y,Grid.10km,Expansion,Site.name,Site.ID,Ind.num.cont,Sample.ID,GridRef,Lat,Lng,X,Y,Day.col,Mnth.col,Yr.col,X10km.1st.rec,site.1st.rec,years.col.10km,years.col.site,Scale_dmg,Dmg,Age,cropped,FW_used,Photo.FW.D.ID,Photo.FW.V.ID,HW_used,Photo.HW.D.ID,Photo.HW.V.ID,Landmarked,Hairy_AC,mat.10yr,Date,EveDate,refdate,Jday.col,gen2Jday,volt_num,gen2.yr,gen2.mnth,gen2.day,Jday.diff,lon,lat,dev.tmp
11,266000,90000,SX69,England,Woodcock Wood,WW,11,PA-E-1-WW-2018-11,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,3,1,4,Y,L,PA_1_WW_11_D_calibrated,PA_1_WW_11_V_calibrated,L,PA_1_WW_11_D_calibrated,PA_1_WW_11_V_calibrated,FW/HW,Light,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
12,266000,90000,SX69,England,Woodcock Wood,WW,12,PA-E-1-WW-2018-12,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,2,2,4,Y,L,PA_1_WW_12_D_calibrated,PA_1_WW_12_V_calibrated,L,PA_1_WW_12_D_calibrated,PA_1_WW_12_V_calibrated,FW/HW,Very,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
13,266000,90000,SX69,England,Woodcock Wood,WW,13,PA-E-1-WW-2018-13,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,3,2,5,Y,L,PA_1_WW_13_D_calibrated,PA_1_WW_13_V_calibrated,R,PA_1_WW_13_D_calibrated,PA_1_WW_13_V_calibrated,FW/HW,Light,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
14,266000,90000,SX69,England,Woodcock Wood,WW,14,PA-E-1-WW-2018-14,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,2,2,4,Y,L,PA_1_WW_14_D_calibrated,PA_1_WW_14_V_calibrated,L,PA_1_WW_14_D_calibrated,PA_1_WW_14_V_calibrated,FW/HW,Med,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
15,266000,90000,SX69,England,Woodcock Wood,WW,15,PA-E-1-WW-2018-15,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,2,3,5,Y,L,PA_1_WW_15_D_calibrated,PA_1_WW_15_V_calibrated,N,PA_1_WW_15_D_calibrated,PA_1_WW_15_V_calibrated,FW/HW,,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
16,266000,90000,SX69,England,Woodcock Wood,WW,16,PA-E-1-WW-2018-16,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,1,1,2,Y,L,PA_1_WW_16_D_calibrated,PA_1_WW_16_V_calibrated,L,PA_1_WW_16_D_calibrated,PA_1_WW_16_V_calibrated,FW/HW,Very,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
17,266000,90000,SX69,England,Woodcock Wood,WW,17,PA-E-1-WW-2018-17,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,3,3,6,Y,R,PA_1_WW_17_D_calibrated,PA_1_WW_17_V_calibrated,N,PA_1_WW_17_D_calibrated,PA_1_WW_17_V_calibrated,FW/HW,,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
18,266000,90000,SX69,England,Woodcock Wood,WW,18,PA-E-1-WW-2018-18,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,2,1,3,Y,R,PA_1_WW_18_D_calibrated,PA_1_WW_18_V_calibrated,L,PA_1_WW_18_D_calibrated,PA_1_WW_18_V_calibrated,FW/HW,Med,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
19,266000,90000,SX69,England,Woodcock Wood,WW,19,PA-E-1-WW-2018-19,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,2,2,4,Y,R,PA_1_WW_19_D_calibrated,PA_1_WW_19_V_calibrated,R,PA_1_WW_19_D_calibrated,PA_1_WW_19_V_calibrated,FW/HW,Light,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
20,266000,90000,SX69,England,Woodcock Wood,WW,20,PA-E-1-WW-2018-20,SX6610090900,50.70228,-3.8975018,266100,90900,14,5,2018,1975,2011,44,8,2,1,3,Y,R,PA_1_WW_20_D_calibrated,PA_1_WW_20_V_calibrated,R,PA_1_WW_20_D_calibrated,PA_1_WW_20_V_calibrated,FW/HW,Light,9.58559,14/05/2018,14/05/2018,31/12/2017,134,248,2,2008,9,4,114,266500,90500,15.5191
21,516000,214000,TL11,England,Marshall Heath,MH,21,PA-E-3-MH-2018-01,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,1,2,3,Y,L,PA_3_MH_01_D_calibrated,PA_3_MH_01_V_calibrated,R,PA_3_MH_01_D_calibrated,PA_3_MH_01_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
22,516000,214000,TL11,England,Marshall Heath,MH,22,PA-E-3-MH-2018-02,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,1,2,3,Y,L,PA_3_MH_02_D_calibrated,PA_3_MH_02_V_calibrated,L,PA_3_MH_02_D_calibrated,PA_3_MH_02_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
23,516000,214000,TL11,England,Marshall Heath,MH,23,PA-E-3-MH-2018-03,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,2,1,3,Y,L,PA_3_MH_03_D_calibrated,PA_3_MH_03_V_calibrated,L,PA_3_MH_03_D_calibrated,PA_3_MH_03_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
24,516000,214000,TL11,England,Marshall Heath,MH,24,PA-E-3-MH-2018-04,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,2,2,4,Y,L,PA_3_MH_04_D_calibrated,PA_3_MH_04_V_calibrated,L,PA_3_MH_04_D_calibrated,PA_3_MH_04_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
25,516000,214000,TL11,England,Marshall Heath,MH,25,PA-E-3-MH-2018-05,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,3,2,5,Y,R,PA_3_MH_05_D_calibrated,PA_3_MH_05_V_calibrated,L,PA_3_MH_05_D_calibrated,PA_3_MH_05_V_calibrated,FW/HW,Med,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
26,516000,214000,TL11,England,Marshall Heath,MH,26,PA-E-3-MH-2018-06,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,2,1,3,Y,L,PA_3_MH_06_D_calibrated,PA_3_MH_06_V_calibrated,L,PA_3_MH_06_D_calibrated,PA_3_MH_06_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
27,516000,214000,TL11,England,Marshall Heath,MH,27,PA-E-3-MH-2018-07,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,1,1,2,Y,L,PA_3_MH_07_D_calibrated,PA_3_MH_07_V_calibrated,N,PA_3_MH_07_D_calibrated,PA_3_MH_07_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
28,516000,214000,TL11,England,Marshall Heath,MH,28,PA-E-3-MH-2018-08,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,2,2,4,Y,R,PA_3_MH_08_D_calibrated,PA_3_MH_08_V_calibrated,L,PA_3_MH_08_D_calibrated,PA_3_MH_08_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
29,516000,214000,TL11,England,Marshall Heath,MH,29,PA-E-3-MH-2018-09,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,2,1,3,Y,L,PA_3_MH_09_D_calibrated,PA_3_MH_09_V_calibrated,L,PA_3_MH_09_D_calibrated,PA_3_MH_09_V_calibrated,FW/HW,Light,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
30,516000,214000,TL11,England,Marshall Heath,MH,30,PA-E-3-MH-2018-10,TL1610014900,51.820673,-0.31694514,516100,214900,19,5,2018,1972,1993,47,26,3,2,5,Y,L,PA_3_MH_10_D_calibrated,PA_3_MH_10_V_calibrated,N,PA_3_MH_10_D_calibrated,PA_3_MH_10_V_calibrated,FW/HW,,10.42412,19/05/2018,19/05/2018,31/12/2017,139,245,2,2008,9,1,106,516500,214500,17.45418
31,516000,214000,TL11,England,Marshall Heath,MH,31,PA-E-3-MH-2018-11,TL1610014900,51.820673,-0.31694514,516100,214900,10,6,2018,1972,1993,47,26,2,1,3,Y,L,PA_3_MH_11_D_calibrated,PA_3_MH_11_V_calibrated,L,PA_3_MH_11_D_calibrated,PA_3_MH_11_V_calibrated,FW/HW,Light,10.42412,10/06/2018,10/06/2018,31/12/2017,161,245,2,2008,9,1,84,516500,214500,17.45418
32,516000,214000,TL11,England,Marshall Heath,MH,32,PA-E-3-MH-2018-12,TL1610014900,51.820673,-0.31694514,516100,214900,10,6,2018,1972,1993,47,26,1,1,2,Y,L,PA_3_MH_12_D_calibrated,PA_3_MH_12_V_calibrated,L,PA_3_MH_12_D_calibrated,PA_3_MH_12_V_calibrated,FW/HW,Med,10.42412,10/06/2018,10/06/2018,31/12/2017,161,245,2,2008,9,1,84,516500,214500,17.45418
33,516000,214000,TL11,England,Marshall Heath,MH,33,PA-E-3-MH-2018-13,TL1610014900,51.820673,-0.31694514,516100,214900,18,6,2018,1972,1993,47,26,1,1,2,Y,L,PA_3_MH_13_D_calibrated,PA_3_MH_13_V_calibrated,L,PA_3_MH_13_D_calibrated,PA_3_MH_13_V_calibrated,FW/HW,Med,10.42412,18/06/2018,18/06/2018,31/12/2017,169,245,2,2008,9,1,76,516500,214500,17.45418
34,516000,214000,TL11,England,Marshall Heath,MH,34,PA-E-3-MH-2018-14,TL1610014900,51.820673,-0.31694514,516100,214900,24,6,2018,1972,1993,47,26,1,2,3,Y,L,PA_3_MH_14_D_calibrated,PA_3_MH_14_V_calibrated,R,PA_3_MH_14_D_calibrated,PA_3_MH_14_V_calibrated,FW/HW,Light,10.42412,24/06/2018,24/06/2018,31/12/2017,175,245,2,2008,9,1,70,516500,214500,17.45418
35,516000,214000,TL11,England,Marshall Heath,MH,35,PA-E-3-MH-2018-15,TL1610014900,51.820673,-0.31694514,516100,214900,9,7,2018,1972,1993,47,26,1,2,3,Y,L,PA_3_MH_15_D_calibrated,PA_3_MH_15_V_calibrated,N,PA_3_MH_15_D_calibrated,PA_3_MH_15_V_calibrated,FW/HW,,10.42412,09/07/2018,09/07/2018,31/12/2017,190,245,2,2008,9,1,55,516500,214500,17.45418
36,516000,214000,TL11,England,Marshall Heath,MH,36,PA-E-3-MH-2018-16,TL1610014900,51.820673,-0.31694514,516100,214900,15,7,2018,1972,1993,47,26,1,1,2,Y,R,PA_3_MH_16_D_calibrated,PA_3_MH_16_V_calibrated,R,PA_3_MH_16_D_calibrated,PA_3_MH_16_V_calibrated,FW/HW,Light,10.42412,15/07/2018,15/07/2018,31/12/2017,196,245,2,2008,9,1,49,516500,214500,17.45418
37,516000,214000,TL11,England,Marshall Heath,MH,37,PA-E-3-MH-2018-17,TL1610014900,51.820673,-0.31694514,516100,214900,22,7,2018,1972,1993,47,26,1,2,3,Y,N,PA_3_MH_17_D_calibrated,PA_3_MH_17_V_calibrated,L,PA_3_MH_17_D_calibrated,PA_3_MH_17_V_calibrated,FW/HW,Med,10.42412,22/07/2018,22/07/2018,31/12/2017,203,245,2,2008,9,1,42,516500,214500,17.45418
38,516000,214000,TL11,England,Marshall Heath,MH,38,PA-E-3-MH-2018-18,TL1610014900,51.820673,-0.31694514,516100,214900,3,6,2018,1972,1993,47,26,1,1,2,Y,L,PA_3_MH_18_D_calibrated,PA_3_MH_18_V_calibrated,L,PA_3_MH_18_D_calibrated,PA_3_MH_18_V_calibrated,FW/HW,Med,10.42412,03/06/2018,03/06/2018,31/12/2017,154,245,2,2008,9,1,91,516500,214500,17.45418
39,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,39,PA-E-4-RHCP-2018-01,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,1,3,Y,L,PA_4_RCHP_01_D_calibrated,PA_4_RCHP_01_V_calibrated,L,PA_4_RCHP_01_D_calibrated,PA_4_RCHP_01_V_calibrated,FW/HW,Light,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
40,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,40,PA-E-4-RHCP-2018-02,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,3,5,Y,L,PA_4_RCHP_02_D_calibrated,PA_4_RCHP_02_V_calibrated,L,PA_4_RCHP_02_D_calibrated,PA_4_RCHP_02_V_calibrated,FW/HW,Light,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
41,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,41,PA-E-4-RHCP-2018-03,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,1,3,Y,L,PA_4_RCHP_03_D_calibrated,PA_4_RCHP_03_V_calibrated,L,PA_4_RCHP_03_D_calibrated,PA_4_RCHP_03_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
42,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,42,PA-E-4-RHCP-2018-04,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,4,2,6,Y,L,PA_4_RCHP_04_D_calibrated,PA_4_RCHP_04_V_calibrated,R,PA_4_RCHP_04_D_calibrated,PA_4_RCHP_04_V_calibrated,FW/HW,Light,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
43,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,43,PA-E-4-RHCP-2018-05,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,1,3,Y,L,PA_4_RCHP_05_D_calibrated,PA_4_RCHP_05_V_calibrated,L,PA_4_RCHP_05_D_calibrated,PA_4_RCHP_05_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
44,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,44,PA-E-4-RHCP-2018-06,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,3,5,Y,L,PA_4_RCHP_06_D_calibrated,PA_4_RCHP_06_V_calibrated,R,PA_4_RCHP_06_D_calibrated,PA_4_RCHP_06_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
45,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,45,PA-E-4-RHCP-2018-07,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,4,3,7,Y,L,PA_4_RCHP_07_D_calibrated,PA_4_RCHP_07_V_calibrated,N,PA_4_RCHP_07_D_calibrated,PA_4_RCHP_07_V_calibrated,FW/HW,,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
46,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,46,PA-E-4-RHCP-2018-08,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,2,4,Y,R,PA_4_RCHP_08_D_calibrated,PA_4_RCHP_08_V_calibrated,L,PA_4_RCHP_08_D_calibrated,PA_4_RCHP_08_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
47,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,47,PA-E-4-RHCP-2018-09,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,3,3,6,Y,R,PA_4_RCHP_09_D_calibrated,PA_4_RCHP_09_V_calibrated,R,PA_4_RCHP_09_D_calibrated,PA_4_RCHP_09_V_calibrated,FW/HW,Light,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
48,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,48,PA-E-4-RHCP-2018-10,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,4,6,Y,R,PA_4_RCHP_10_D_calibrated,PA_4_RCHP_10_V_calibrated,N,PA_4_RCHP_10_D_calibrated,PA_4_RCHP_10_V_calibrated,FW/HW,,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
49,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,49,PA-E-4-RHCP-2018-11,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,3,1,4,Y,L,PA_4_RCHP_11_D_calibrated,PA_4_RCHP_11_V_calibrated,L,PA_4_RCHP_11_D_calibrated,PA_4_RCHP_11_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
50,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,50,PA-E-4-RHCP-2018-12,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,1,1,2,Y,L,PA_4_RCHP_12_D_calibrated,PA_4_RCHP_12_V_calibrated,L,PA_4_RCHP_12_D_calibrated,PA_4_RCHP_12_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
51,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,51,PA-E-4-RHCP-2018-13,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,1,3,Y,L,PA_4_RCHP_13_D_calibrated,PA_4_RCHP_13_V_calibrated,L,PA_4_RCHP_13_D_calibrated,PA_4_RCHP_13_V_calibrated,FW/HW,Light,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
52,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,52,PA-E-4-RHCP-2018-14,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,2,4,Y,L,PA_4_RCHP_14_D_calibrated,PA_4_RCHP_14_V_calibrated,R,PA_4_RCHP_14_D_calibrated,PA_4_RCHP_14_V_calibrated,FW/HW,Light,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
53,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,53,PA-E-4-RHCP-2018-15,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,1,3,Y,L,PA_4_RCHP_15_D_calibrated,PA_4_RCHP_15_V_calibrated,L,PA_4_RCHP_15_D_calibrated,PA_4_RCHP_15_V_calibrated,FW/HW,Very,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
54,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,54,PA-E-4-RHCP-2018-16,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,1,1,2,Y,L,PA_4_RCHP_16_D_calibrated,PA_4_RCHP_16_V_calibrated,L,PA_4_RCHP_16_D_calibrated,PA_4_RCHP_16_V_calibrated,FW/HW,Very,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
55,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,55,PA-E-4-RHCP-2018-17,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,1,3,Y,L,PA_4_RCHP_17_D_calibrated,PA_4_RCHP_17_V_calibrated,L,PA_4_RCHP_17_D_calibrated,PA_4_RCHP_17_V_calibrated,FW/HW,Light,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
56,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,56,PA-E-4-RHCP-2018-18,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,1,1,2,Y,L,PA_4_RCHP_18_D_calibrated,PA_4_RCHP_18_V_calibrated,R,PA_4_RCHP_18_D_calibrated,PA_4_RCHP_18_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
57,383000,215000,SO81,England,Robinswood Hill Country Park,RHCP,57,PA-E-4-RHCP-2018-19,SO8387415316,51.836213,-2.235444,383874,215316,15,5,2018,1977,2003,42,16,2,2,4,Y,L,PA_4_RCHP_19_D_calibrated,PA_4_RCHP_19_V_calibrated,L,PA_4_RCHP_19_D_calibrated,PA_4_RCHP_19_V_calibrated,FW/HW,Med,10.81916,15/05/2018,15/05/2018,31/12/2017,135,252,2,2008,9,8,117,383500,215500,17.46335
